,address1,address2,city,name,tel,url,zip,geometry
786,529 W 20th St,,New York,Generous Miracles Space Ltd,(212) 352-2858,http://www.nyc.com/arts__attractions/generous_miracles_space_ltd.166/map_location.aspx,10011.0,POINT (-74.00701008815427 40.74669372876185)
787,525 West 26th Street,First Floor,New York,George Adams Gallery,(212)-564-8480,http://www.georgeadamsgallery.com/,10001.0,POINT (-74.0040267783162 40.75025399400521)
788,555 W 25th St,,New York,George Billis Gallery,(212) 645-2621,http://www.georgebillis.com/,10001.0,POINT (-74.00542747653267 40.75007756252589)
789,20019 119th Ave,,Saint Albans,Geos Art Gallery and Tuxedos,(718) 276-6215,http://www.geosartexpression.com/,11412.0,POINT (-73.75061139959807 40.69203361424628)
790,50 W 57th St,,New York,Gerold Wunderlich & Co,(212) 974-8444,http://ny.serviceslisted.com/1655177-GeroldWunderlichCO.htm,10019.0,POINT (-73.97659530718671 40.76374157424417)
791,603 Greenwich St,,New York,Gian Enzo Sperone,(212) 255-7363,http://ny.citysquares.com/manhattan/west-village/arts-entertainment/artists-art-dealers/gian-enzo-sperone,10014.0,POINT (-74.00803261461144 40.72978028838602)
792,132 E 70th St,,New York,Giraud Pissarro Segalot,(212) 988-9171,http://www.gpspartners.com/,10021.0,POINT (-73.96355104844147 40.76906697162935)
793,194 Elizabeth St,,New York,Gleason Tim Gallery,(212) 966-5777,http://www.yellowbot.com/tim-gleason-gallery-new-york-ny.html,10012.0,POINT (-73.99427301826346 40.72170159769526)
794,205 E 60th St,,New York,Global Passages Inc,(212) 759-5669,http://www.rateitall.com/i-409630-global-passages-incorporated.aspx,10022.0,POINT (-73.96551116377979 40.76214537207265)
795,39 E 72nd St,,New York,Godel & Co Inc,(212) 288-7272,http://www.godelfineart.com/,10021.0,POINT (-73.96478601469289 40.77181138928517)
796,42 E 76th St,,New York,Goedhuis Contemporary Ltd,(212) 535-6954,http://www.goedhuiscontemporary.com/,10021.0,POINT (-73.96297172599212 40.77396710832053)
797,5 East 3rd Street,,New York,Goethe-Institut Wyoming Building,212-439-8700,http://www.goethe.de/Ins/Us/ney/prj/wyo/enindex.htm,10003.0,POINT (-73.991118752324 40.72634319131389)
798,526 W 26th St,,New York,Golden Caren Fine Arts,(212) 727-8304,http://www.carengoldenfineart.com,10001.0,POINT (-74.00450469978173 40.75008937912757)
799,41 E 57th St,,New York,Goodman James Gallery,(212) 593-3737,http://jamesgoodmangallery.com/index.cfm,10022.0,POINT (-73.9718797176169 40.76227754335042)
800,7 Mercer St,,New York,Grant Gallery,(646) 479-8815,http://www.grantgallery.com/,10013.0,POINT (-74.00244284009406 40.72044661006158)
801,EMPIRE STATE BUILDING,350 Fifth Avenue,New York,Great Modern Pictures,(212) 242-2581,http://www.greatmodernpictures.com/,10001.0,POINT (-73.98565422143587 40.74843274670205)
802,32 W 31st St,,New York,Greeley Square Gallery,(212) 868-6610,http://www.g2artgallery.com/,10001.0,POINT (-73.98769078170102 40.74704275195677)
803,419 Convent Ave,,New York,Green Essie Galleries Inc,(212) 368-9635,http://www.essiegreengalleries.com/,10031.0,POINT (-73.94466950657635 40.8263814767388)
804,526 W 26th St,,New York,Greene Naftali Inc,(212) 463-7770,http://www.greenenaftaligallery.com/,10001.0,POINT (-74.00438350060389 40.7500359783972)
805,105 Greene St,,New York,Greene Space Gallery,(212) 431-8720,http://www.city-data.com/businesses/113064489-greene-space-gallery-new-york-ny.html,10012.0,POINT (-74.00004007257938 40.72450898614801)
806,41 E 57th St,,New York,Littlejohn Contemporary Art,(212) 980-2323,http://www.littlejohncontemporary.com/,10022.0,POINT (-73.97203415563089 40.76233983461356)
807,8 E 92nd St,,New York,Lizan Tops Associates,(212) 534-3316,http://www.lizantops.com/Home.html,10128.0,POINT (-73.95713276781972 40.78491989709677)
808,43 W 57th St,,New York,Lladro Museum & Collector's Society,(212) 838-9352,http://www.lladro.com/,10019.0,POINT (-73.97625732139223 40.76412964309662)
809,43 W 57th St,,New York,Lladro USA,(212) 838-9771,http://www.nyc.com/arts__attractions/lladro_usa.310/whats_nearby.aspx,10019.0,POINT (-73.97619602094638 40.76421069112866)
810,26 Greene St.,,New York,Location One,(212) 334-3347,http://www.location1.org/,10013.0,POINT (-74.00246502735797 40.72098729448363)
811,531 W 26th St,,New York,Lombard-Fried Fine Arts Inc,(212) 967-8040,http://www.getfave.com/locations/829682-lombard-fried-fine-arts-inc,10001.0,POINT (-74.00376626857845 40.75032119136636)
812,427 W 14th St,,New York,Long Fine Art,(212) 337-1940,http://www.nyc.com/arts__attractions/long_fine_art.273/editorial_review.aspx,10014.0,POINT (-74.00645063379821 40.74172005305661)
813,125 Maiden Lane,2nd Floor,New York,Lower Manhattan Cultural Council,(212) 219-9401,http://www.lmcc.net/,10038.0,POINT (-74.00625208146835 40.70660441948521)
814,954 Lexington Avenue,Box 254,New York,Lublin Mary Fine Arts,(212) 570-0319,http://www.pada.net/members/memDetail.php/25,10021.0,POINT (-73.96345944136702 40.76897163782117)
815,508 W. 26th St.,11B,New York,Lucas Schoormans Gallery,(212) 243-3159,http://oneartworld.com/Lucas+Schoormans+Gallery.html,10001.0,POINT (-74.00374213811756 40.74976145835798)
816,38 Ludlow Street,,New York,Ludlow 38,(212) 228-6848,http://www.ludlow38.org/,10002.0,POINT (-73.99014613514807 40.71607367303681)
817,531 W 24th St,,New York,Luhring Augustine Gallery Inc,(212) 206-9100,http://www.luhringaugustine.com/,10011.0,POINT (-74.0051017956319 40.749108936403)
818,17 E 96th St,,New York,Lumbard Jean,(212) 996-4484,http://66.111.11.24/arts__attractions/lumbard_jean.851/whats_nearby.aspx,10128.0,POINT (-73.95437532341417 40.78759696509945)
819,167 Canal St,,New York,Lun Yee Assn,(212) 431-9497,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Lun-Yee-Assn-l495991.html,10013.0,POINT (-73.99696833524141 40.71679772279514)
820,197 Grand St,,Brooklyn,Lunarbase Inc,(718) 599-9205,http://brooklynny.zemantics.com/business/lunarbase-inc,11211.0,POINT (-73.96034431950848 40.71427464948914)
821,721 5th Ave,,New York,Lurie Tamar & Ranan,(212) 888-4866,http://www.rananlurie.com/,10022.0,POINT (-73.97398762402888 40.76246700041992)
822,129 E 71st St,,New York,M & R Sayer Fine Art Llc,(212) 517-8811,http://www.sayerfinearts.com/,10021.0,POINT (-73.96305316219819 40.77012252728817)
823,214 E 23rd St,,New York,M K J Art Gallery,(212) 481-7447,http://ny.serviceslisted.com/1654620-MKJArtGallery.htm,10010.0,POINT (-73.98242012609117 40.73819665775827)
824,630 Greenwich Street,,New York,MacCarone Inc,(212) 431-4977,http://www.maccarone.net/,10014.0,POINT (-74.00848029743038 40.73093143658071)
825,227 W 29th St,,New York,Malcolm Christian T Fine Arts Managemnt Svc,(212) 947-3835,http://m.nyc.com/arts__attractions/malcolm_christian_t_fine_arts_managemnt_svc.620/map_location.aspx,10001.0,POINT (-73.99402296311386 40.74846916935583)
826,13 W 36th St,,New York,Manhattan Art,(212) 736-3336,http://loqal.com/manhattan+art.9.55597755p.home.html,10018.0,POINT (-73.98448379592651 40.7503125094461)
827,101 Second Avenue,#1,New York,Mansion Gracie Gallery,(212) 505-7055,http://www.artnet.com/graciemansion.html,10003.0,POINT (-73.98886923889189 40.72740795745368)
828,28 E 72nd St,,New York,Marbella Gallery,(212) 288-7809,http://www.yelp.com/biz/marbella-gallery-new-york,10021.0,POINT (-73.96530499987901 40.77144369478027)
829,680 Broadway,,New York,Marc Jancou Contemporary,(212) 473-2100,http://www.marcjancou.com/,10012.0,POINT (-73.99458297914451 40.72749292219705)
830,801 Madison Ave,,New York,Marc Jancou Fine Art Ltd,(212) 717-1700,http://www.artinfo.com/galleryguide/19982/6522/marc-jancou-fine-art/visit/,10021.0,POINT (-73.96727019418874 40.7687705626813)
831,2 5th Ave,,New York,Marcus Curt Gallery Inc,(212) 226-3200,http://www.curtmarcusgallery.com/,10011.0,POINT (-73.99703425892838 40.73199551354625)
832,539 West 23rd Street,Ground Floor,New York,Margaret Thatcher Projects,(212) 675-0222,http://www.thatcherprojects.com/,10011.0,POINT (-74.00548674159079 40.74850267547448)
833,15 E 9th St,,New York,Margo Feiden Galleries Ltd,(212) 677-5330,http://www.alhirschfeld.com/index2.html,10003.0,POINT (-73.99482129133651 40.73257492132912)
834,24 W 57th St,Fl 4,New York,Marian Goodman Gallery,(212) 977-7160,http://www.mariangoodman.com/,10019.0,POINT (-73.9756850214431 40.76338707243015)
835,509 West 24th Street,,New York,Marianne Boesky Gallery,(212) 680-9889,http://www.marianneboeskygallery.com/,10011.0,POINT (-74.0042404164484 40.74883916800079)
836,443 Greenwich St,,New York,Marie Walsh Sharpe Art Foundation Art,(212) 925-3008,http://sharpeartfdn.qwestoffice.net/freestudiospace.htm,10013.0,POINT (-74.00938294824508 40.7232195707651)
837,42 E 76th St,,New York,Markey Lawrence Inc,(212) 517-9892,http://www.rateitall.com/i-409842-markey-lawrence-incorporated.aspx,10021.0,POINT (-73.96303059746732 40.77388979473836)
838,40 W 57th St,,New York,Marlborough Gallery,(212) 397-0317,http://www.marlboroughgallery.com/,10019.0,POINT (-73.97630724645423 40.76355779629612)
839,457 W Broadway,,New York,Martin Lawrence Galleries,(212) 995-8865,http://martinlawrence.com/index3.html,10012.0,POINT (-74.00024343226816 40.72612900171989)
840,515 W 27th St,,New York,Martinez Gallery,(212) 563-1075,http://www.martinezgallery.com/,10001.0,POINT (-74.00309629649774 40.7507808655543)
841,745 5th Ave,,New York,Mary Boone Gallery,(212) 752-2929,http://www.maryboonegallery.com/,10151.0,POINT (-73.9732063898559 40.76335676007773)
842,24 W. 57th St.,,New York,Mary Ryan Gallery,(212) 397-0669,http://www.maryryangallery.com/,10019.0,POINT (-73.97559553880573 40.76334398509295)
843,669 Monroe St,,Brooklyn,Master Drawing Assoc,(718) 573-1299,http://www.masterdrawings.org/,11221.0,POINT (-73.92992226435246 40.68805923739471)
844,219 East 60th Street,,New York,Master Framemakers,(212) 308-6152,http://www.apfgroup.com/,10022.0,POINT (-73.96508958816975 40.76193299889474)
845,22 E 80th St,,New York,Mathes Barbara Gallery,(212) 570-4190,http://www.barbaramathesgallery.com/,10075.0,POINT (-73.9621648427065 40.77696658629451)
846,522 W 22nd St.,,New York,Matthew Marks Gallery - 22nd St.,(212) 243-1650,http://www.matthewmarks.com/,10011.0,POINT (-74.00589658293134 40.74729741496908)
847,523 W. 24th St.,,New York,Matthew Marks Gallery - 24th St.,(212) 243-0200,http://www.matthewmarks.com/,10011.0,POINT (-74.00474727902512 40.74897107597267)
848,511 W 22nd St,,New York,Max Protetech Gallery,(212) 633-6999,http://www.maxprotetch.com/,10011.0,POINT (-74.00529719142446 40.74749802827233)
849,724 5th Ave,,New York,Maxwell Davidson Gallery,(212) 759-7555,http://www.davidsongallery.com/,10019.0,POINT (-73.97461593969648 40.76264197439602)
850,98 Riverside Dr,,New York,Mc Dougal A,(212) 874-2172,http://www.rateitall.com/i-409859-mc-dougal-a.aspx,10024.0,POINT (-73.98091303786859 40.78655118582654)
851,1014 Madison Ave,,New York,McCarron Paul Fine Prints & Drawings,(212) 772-1181,http://www.paulmccarron.com/,10021.0,POINT (-73.96278657366754 40.77592684790551)
852,555 Eighth Avenue,#710,New York,McGinnis Cheryl Gallery,(212) 594-4066,http://www.cherylmcginnisgallery.com/,10024.0,POINT (-73.99214582774601 40.75467997009493)
853,745 Fifth Ave.,4th Fl.,New York,McKee Gallery,(212) 688-5951,http://mckeegallery.com/,10151.0,POINT (-73.97329466643644 40.76323751959007)
854,511 W 25th St,,New York,McKenzie Fine Art Inc,(212) 989-5467,http://www.mckenziefineart.com/,10001.0,POINT (-74.00377140725919 40.7494363855362)
855,335 W 38th St,,New York,Medialia Corp,(212) 971-0953,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Medialia-Corp-l495927.html,10018.0,POINT (-73.99314536312515 40.75559932285216)
856,21 W 100th St,,New York,Mehu Gallery,(212) 222-3334,http://m.nyc.com/arts__attractions/mehu_gallery.444/map_location.aspx,10025.0,POINT (-73.96368099052644 40.79479917677156)
857,141 Prince St,,New York,Meisel Louis K Gallery,(212) 677-1340,http://www.meiselgallery.com/LKMG/,10012.0,POINT (-74.0004792798924 40.72569433519086)
858,141 Prince St,,New York,Meisel Susan P Decorative Arts,(212) 254-0137,http://www.nyc.com/arts__attractions/meisel_susan_p_decorative_arts.220/editorial_review.aspx,10012.0,POINT (-74.00042049442699 40.72576887415435)
859,724 5th Ave,,New York,Merrin Gallery,(212) 757-2884,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Merrin-Gallery-l496371.html,10019.0,POINT (-73.97468953401778 40.76275397100442)
860,38 W 28th St,Fl 5,New York,Merton Simpson Gallery Inc,(212) 686-6735,http://www.mertonsimpsongallery.com/,10001.0,POINT (-73.98965865906193 40.74544740199807)
861,227 West 29th Street,4th Floor (#111),New York,Messineo Atr Projects,(212) 414-0827,http://www.messineowyman.com/,10001.0,POINT (-73.99393229114348 40.74859960653409)
862,7823 Metropolitan Ave,,Middle Village,Metro Art,(718) 326-4102,http://www.nyc.com/arts__attractions/metro_art.1872/whats_nearby.aspx,11379.0,POINT (-73.87450325388727 40.71335895928153)
863,585 W 235th St,,Bronx,Metro Art and Frame,(718) 432-0632,http://framart.com/,10463.0,POINT (-73.91115650639766 40.88604953725628)
864,519 W 24th St,,New York,Metro Pictures,(212) 206-7100,http://www.metropicturesgallery.com/,10011.0,POINT (-74.00459372674845 40.74895493162205)
865,5402 7th Ave,,Brooklyn,Miakey Art Gallery,(718) 686-0788,http://find.mapmuse.com/details/art-galleries/3229245,11220.0,POINT (-74.00855557930753 40.64025482225344)
866,4 E. 77th St.,,New York,Michael Werner Gallery,(212) 988-1623,http://www.michaelwerner.com/,10021.0,POINT (-73.96426208561429 40.77524709148462)
867,829 Madison Ave,,New York,Michail- Lombardo Gallery,(212) 472-2400,http://www.michaillombardogallery.com/ap/index.html,10021.0,POINT (-73.96654242387 40.76984145571714)
868,900 Park Ave,,New York,Michel Soskine Inc,(212) 988-2050,http://www.soskine.com/en/index.html,10021.0,POINT (-73.96069063723024 40.77611497745193)
869,16 E 79th St,,New York,Michelle Rosenfeld Gallery,(212) 734-0900,http://michellerosenfeldgallery.com/,10021.0,POINT (-73.96278905057954 40.77625969157003)
870,1086 Madison Ave,,New York,Miele Frank J Gallery,(212) 249-7250,http://www.americanfolkart.com/,10028.0,POINT (-73.96106461848258 40.77816985290121)
871,511 W 25th St,,New York,Miller Geisler Gallery Llc,(212) 255-2885,http://www.nyc.com/arts__attractions/miller_geisler_gallery_llc.859/whats_nearby.aspx,10001.0,POINT (-74.00402625964297 40.74952854550345)
872,20 W 57th St,Lbby,New York,Miller Laurence Gallery Inc,(212) 397-3930,http://www.laurencemillergallery.com/,10019.0,POINT (-73.97553261570835 40.76323164644723)
873,81 Greene St,,New York,Mimi Ferzt Inc,(212) 343-9377,http://www.mimiferzt.com/,10012.0,POINT (-74.00074603486665 40.72369074954108)
874,105 Hudson St,,New York,Minetta Brook Inc,(212) 431-7165,http://www.yelp.com/biz/minetta-brook-inc-new-york,10001.0,POINT (-74.00901737699937 40.71949070424967)
875,83 Mercer St,Fl 5,New York,Mip Art Realty Inc,(212) 431-9474,http://www.city-data.com/businesses/578718041-mip-art-realty-inc-new-york-ny.html,10012.0,POINT (-74.00028349944168 40.72296987769243)
876,511 W 25th St,,New York,Mitchell Algus Gallery,(212) 242-6242,http://www.mitchellalgus.com/,10001.0,POINT (-74.00378613853739 40.7495397514391)
877,1018 Madison Ave,,New York,Mitchell-Innes & Nash,(212) 744-7400,http://www.miandn.com/,10021.0,POINT (-73.9625796104965 40.77599315332581)
878,531 W 26th St,,New York,Mixed Greens Gallery,(212) 331-8888,http://www.mixedgreens.com/ArtWeb/html/aboutpage.asp?page=index.htm,10001.0,POINT (-74.00387840196353 40.75030912806995)
879,3655 Main St,,Flushing,Mobile Concept Inc,(718) 353-6600,http://www.nyc.com/arts__attractions/mobile_concept_inc.1880/editorial_review.aspx,11354.0,POINT (-73.83095586656464 40.76192417138188)
880,877 7th Ave,,New York,Modern Art & Framing,(212) 307-7391,http://www.nyc.com/arts__attractions/modern_art__framing.1690/whats_nearby.aspx,10019.0,POINT (-73.98032204078434 40.76455537136017)
881,36 E 64th St,,New York,Moeller Achim Fine Art Ltd,(212) 644-2133,http://www.moellerart.com/index.php,10065.0,POINT (-73.96863603499325 40.76627436625894)
882,359 Bedford Ave,,Brooklyn,Momenta Art Gallery,(718) 218-8058,http://momentaart.org/,11211.0,POINT (-73.96295355070409 40.71150041862991)
883,1758 1st Ave,,New York,Monalisa Art Gallery,(212) 722-4989,http://www.monalisaframing.com/default/index.cfm,10128.0,POINT (-73.9466513812263 40.78010874947088)
884,584 Broadway,,New York,Montserrat Gallery Inc,(212) 941-8899,http://www.ny-companies.com/business-in-new-york/retail-stores-companies/160100-montserrat-gallery-inc.html,10012.0,POINT (-73.99692951565866 40.72471669537883)
885,174 Pacific St,,Brooklyn,Mooney Robert J Arts Management,(718) 852-9080,http://local.botw.org/New_York/Brooklyn/Mooney_Robert_J_Arts_Management/34351212.html,11201.0,POINT (-73.99361475424345 40.68908922127575)
886,325 W 38th St,Lbby,New York,Morales David,(212) 564-2335,http://www.nyc.com/arts__attractions/morales_david.583/map_location.aspx,10018.0,POINT (-73.99280897511609 40.75539588180894)
887,303 Park Avenue South,#1204,New York,Morgan Art Consulting,(212) 447-0490,http://morganartconsulting.com/,10010.0,POINT (-73.98578003114238 40.74025449638514)
888,9809 64th Rd,,Rego Park,Morning Star Gallery Ltd,(212) 334-9330,http://www.nyc.com/arts__attractions/morning_star_gallery_ltd.532/editorial_review.aspx,11374.0,POINT (-73.85783325965976 40.72992529043582)
889,347 W 36th St,,New York,Naegele Amyas Bases & African Art,(212) 465-0524,http://www.merchantcircle.com/business/Naegele.Amyas.Bases.And.African.Art.212-465-0524,10018.0,POINT (-73.99433591239288 40.75448640349798)
890,300 Central Park W,,New York,Naiman Lee Fine Art,(212) 362-4090,http://www.nyc.com/arts__attractions/naiman_lee_fine_art.1703/whats_nearby.aspx,10024.0,POINT (-73.96767394746206 40.78834441532084)
891,429 W Broadway,,New York,Nancy Hoffman Gallery Inc,(212) 966-6676,http://www.nancyhoffmangallery.com/,10012.0,POINT (-74.00102410365224 40.72518023281353)
892,523 W 25th Street,,New York,Nancy Margolis Gallery Inc,(212) 242-3013,http://nancymargolisgallery.com/,10001.0,POINT (-74.00418364531838 40.74964655751219)
893,325 W 38th St,,New York,Natalie Karg Ltd,(212) 563-7821,http://www.masterseek.com/id/7052478/Natalie-Karg-Ltd.htm,10018.0,POINT (-73.99266562686707 40.75533810535789)
894,121 Hudson St,,New York,Nathaniel Moore Llc,(212) 965-9500,http://www.zipleaf.us/Companies/Nathaniel-Moore-LLC,10013.0,POINT (-74.0088638253243 40.72031106253412)
895,41 E 57th St,,New York,Navarra Enrico,(212) 223-2828,http://www.enriconavarra.com/flash6.html,10022.0,POINT (-73.97200032411818 40.76250348316297)
896,600 Madison Ave,,New York,Neal Meltzer Fine Arts,(212) 829-9800,http://www.nealmeltzer.com/,10022.0,POINT (-73.97241955373046 40.76294039373367)
897,136 E 64th St,,New York,Neikrug Marjorie Appraisals,(212) 688-8779,http://newyorkny.zemantics.com/business/neikrug-marjorie-appraisals,10021.0,POINT (-73.96625979341016 40.76536881897661)
898,41 E 57th St,,New York,Neuhoff Gallery Inc,(212)  838-1122,http://www.neuhoffgallery.com/,10022.0,POINT (-73.97205775096393 40.7624328993632)
899,517 Broadway,,Staten Island,New Dorp Village Antiques Ltd,(718) 815-2526,http://businessfinder.silive.com/2321461/New-Dorp-Village-Antiques-Ltd-Staten-Island-NY,10310.0,POINT (-74.11581755294395 40.62843292760055)
900,3 Hanover Sq,,New York,New York Art Expo Inc,(212) 363-8280,http://www.merchantcircle.com/business/New.York.Art.Expo.Inc.New.York.NY.212-363-8280,10004.0,POINT (-74.00960786131157 40.70500032253853)
901,1626 1st Ave,,New York,New York Art Gallery,(212) 396-0275,http://hellonewyorkcity.com/Business_Profile/10566336_5/New_York_Art_Gallery.cfm,10028.0,POINT (-73.94975339732595 40.775828416993)
902,82 Charles St,,New York,New York Gallery Tours,(212) 946-1548,http://www.nygallerytours.com/,10014.0,POINT (-74.00394434300469 40.73459523662734)
903,345 E 12th St,,New York,Nexus Gallery Inc,(212) 982-4712,http://www.nyc.com/arts__attractions/nexus_gallery_inc.125/whats_nearby.aspx,10003.0,POINT (-73.9839451177135 40.7304249437144)
904,41 East 57th Street,,New York,Nohra Haime Gallery,(212) 888-3550,http://www.artnet.com/nhaime.html,10022.0,POINT (-73.97210420051013 40.76237001579118)
905,560 Broadway,,New York,Nolan Eckman Gallery,(212) 925-6190,http://ny.serviceslisted.com/1655106-NolanEckmanGallery.htm,10012.0,POINT (-73.99773989620407 40.72397828849557)
906,215 W 88th St,Apt 8D,New York,Northstar Research Associates Inc,(212) 721-7000,http://goliath.ecnext.com/coms2/product-compint-0000684313-page.html,10024.0,POINT (-73.97484365850636 40.78956298783739)
907,111 Chambers St,,New York,Nyabinghi Africian Gift Shop,(212) 566-3336,http://www.nyc.com/arts__attractions/nyabinghi_africian_gift_shop.136/editorial_review.aspx,10007.0,POINT (-74.00815285200781 40.71523507442176)
908,446 Ave of the Americas,,New York,O J Art Gallery,(212) 420-0417,http://www.manta.com/coms2/dnbcompany_ccv29cr,10011.0,POINT (-73.99829009763708 40.73488846804124)
909,383 W. Broadway,,New York,O.K. Harris Gallery,(212) 431-3600,http://www.okharris.com/,10012.0,POINT (-74.00207055583819 40.7236886216462)
910,91 5th Ave,,Brooklyn,Object-Image,(718) 623-2434,http://www.laurafantini.it/Documents/For_Immediate_Release09_2.pdf,11217.0,POINT (-73.97789833482246 40.67984870697147)
911,1500 Lexington Ave,,New York,Oditi Inc,(212) 427-5885,http://www.ibegin.com/directory/us/new-york/new-york/oditi-inc-1500-lexington-ave/,10029.0,POINT (-73.95084961193534 40.78636482212745)
912,305 E 61st St,,New York,Odyssia Gallery,(212) 486-7338,http://www.livevillage.com/newyork/art/odyssia-gallery.html,10021.0,POINT (-73.96269813635554 40.7618747512849)
913,150 Lexington Ave,,New York,Old Print Shop Inc,(212) 683-3950,http://www.oldprintshop.com/,10016.0,POINT (-73.98194844064098 40.74367322071215)
914,115 Broadway,,New York,Omniguard Art Guarantee,(212) 577-9000,http://www.city-data.com/businesses/683951099-omni-guard-art-guarantee-new-york-ny.html,10006.0,POINT (-74.01147223589039 40.70893881166587)
915,128 Rivington St,,New York,One Twenty Eight,(212) 674-0244,http://www.galleryonetwentyeight.org/,10002.0,POINT (-73.9869130305955 40.71980651948613)
916,115 Spring St,,New York,Opera Gallery,(212) 966-6675,http://www.popaganda.com/events.htm,10012.0,POINT (-73.99994843596657 40.72381493757711)
